,index,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1
340,CC176SA0627,340,317.0,,
341,CC176SA0628,341,318.0,,
342,CC176SA0630,342,319.0,,
343,CC176SA0631,343,320.0,,
344,CC176SA0632,344,321.0,,
345,CC176SA0634,345,322.0,,
346,CC176SA0635,346,323.0,,
347,CC176SA0637,347,324.0,,
348,CC176SA0638,348,325.0,,
349,CC176SA0640,349,326.0,,
350,CC176SA0641,350,327.0,,
351,CC176SA0642,351,328.0,,
352,CC176SA0644,352,329.0,,
353,CC176SA0645,353,330.0,,
354,CC176SA0646,354,331.0,,
355,CC176SA0647,355,332.0,,
356,CC176SA0649,356,333.0,,
357,CC176SA0650,357,334.0,,
358,CC176SA0651,358,335.0,,
359,CC176SA0652,359,336.0,,
360,CC176SA0653,360,337.0,,
361,CC176SA0654,361,338.0,,
362,CC176SA0656,362,339.0,,
363,CC176SA0657,363,340.0,,
364,CC176SA0658,364,341.0,,
365,CC176SA0659,365,342.0,,
366,CC176SA0660,366,343.0,,
367,CC176SA0661,367,344.0,,
368,CC176SA0663,368,345.0,,
369,CC176SA0664,369,346.0,,
370,CC176SA0665,370,347.0,,
371,CC176SA0666,371,348.0,,
372,CC176SA0667,372,349.0,,
373,CC176SA0669,373,350.0,,
374,CC176SA0670,374,351.0,,
375,CC176SA0671,375,352.0,,
376,CC176SA0672,376,353.0,,
377,CC176SA0673,377,354.0,,
378,CC176SA0674,378,355.0,,
379,CC176SA0675,379,356.0,,
380,CC176SA0676,380,357.0,,
381,CC176SA0677,381,358.0,,
382,CC176SA0678,382,359.0,,
383,CC176SA0679,383,360.0,,
384,CC176SA0680,384,361.0,,
385,CC176SA0681,385,362.0,,
386,CC176SA0682,386,363.0,,
387,CC176SA0683,387,364.0,,
388,CC176SA0684,388,365.0,,
389,CC176SA0685,389,366.0,,
390,CC176SA0686,390,367.0,,
391,CC176SA0687,391,368.0,,
392,CC176SA0688,392,369.0,,
393,CC176SA0689,393,370.0,,
394,CC176SA0690,394,371.0,,
395,CC176SA0691,395,372.0,,
396,CC176SA0692,396,373.0,,
397,CC176SA0693,397,374.0,,
398,CC176SA0694,398,375.0,,
399,CC176SA0696,399,376.0,,
400,CC176SA0697,400,377.0,,
401,CC176SA0698,401,378.0,,
402,CC176SA0699,402,379.0,,
403,CC176SA0700,403,380.0,,
404,CC176SA0701,404,381.0,,
405,CC176SA0702,405,382.0,,
406,CC176SA0704,406,383.0,,
407,CC176SA0705,407,384.0,,
408,CC176SA0707,408,385.0,,
409,CC176SA0709,409,386.0,,
410,CC176SA0710,410,387.0,,
411,CC176SA0711,411,388.0,,
412,CC176SA0712,412,389.0,,
413,CC176SA0713,413,390.0,,
414,CC176SA0714,414,391.0,,
415,CC176SA0715,415,392.0,,
416,CC176SA0716,416,393.0,,
417,CC176SA0717,417,394.0,,
418,CC176SA0718,418,395.0,,
419,CC176SA0719,419,396.0,,
420,CC176SA0720,420,397.0,,
421,CC176SA0721,421,398.0,,
422,CC176SA0722,422,399.0,,
423,CC176SA0724,423,400.0,,
424,CC176SA0726,424,401.0,,
425,CC176SA0727,425,402.0,,
426,CC176SA0729,426,403.0,,
427,CC176SA0730,427,404.0,,
428,CC176SA0731,428,405.0,,
429,CC176SA0732,429,406.0,,
430,CC176SA0733,430,407.0,,
431,CC176SA0734,431,408.0,,
432,CC176SA0735,432,409.0,,
433,CC176SA0736,433,410.0,,
434,CC176SA0737,434,411.0,,
435,CC176SA0738,435,412.0,,
436,CC176SA0739,436,413.0,,
437,CC176SA0740,437,414.0,,
438,CC176SA0741,438,415.0,,
439,CC176SA0742,439,416.0,,
440,CC176SA0743,440,417.0,,
441,CC176SA0744,441,418.0,,
442,CC176SA0745,442,419.0,,
443,CC176SA0746,443,420.0,,
444,CC176SA0747,444,421.0,,
445,CC176SA0748,445,422.0,,
446,CC176SA0749,446,423.0,,
447,CC176SA0750,447,424.0,,
448,CC176SA0751,448,425.0,,
449,CC176SA0753,449,426.0,,
450,CC176SA0754,450,427.0,,
451,CC176SA0755,451,428.0,,
452,CC176SA0756,452,429.0,,
453,CC176SA0757,453,430.0,,
454,CC176SA0758,454,431.0,,
455,CC176SA0759,455,432.0,,
456,CC176SA0760,456,433.0,,
457,CC176SA0761,457,434.0,,
458,CC176SA0763,458,435.0,,
459,CC176SA0765,459,436.0,,
460,CC176SA0766,460,437.0,,
461,CC176SA0768,461,438.0,,
462,CC176SA0769,462,439.0,,
463,CC176SA0770,463,440.0,,
464,CC176SA0772,464,441.0,,
465,CC176SA0774,465,442.0,,
466,CC176SA0775,466,443.0,,
467,CC176SA0776,467,444.0,,
468,CC176SA0777,468,445.0,,
469,CC176SA0778,469,446.0,,
470,CC176SA0779,470,447.0,,
471,CC176SA0780,471,448.0,,
472,CC176SA0782,472,449.0,,
473,CC176SA0784,473,450.0,,
474,CC176SA0785,474,451.0,,
475,CC176SA0786,475,452.0,,
476,CC176SA0787,476,453.0,,
477,CC176SA0789,477,454.0,,
478,CC176SA0790,478,455.0,,
479,CC176SA0791,479,456.0,,
480,CC176SA0792,480,457.0,,
481,CC176SA0793,481,458.0,,
482,CC176SA0794,482,459.0,,
483,CC176SA0795,483,460.0,,
484,CC176SA0796,484,461.0,,
485,CC176SA0797,485,462.0,,
486,CC176SA0798,486,463.0,,
487,CC176SA0799,487,464.0,,
488,CC176SA0800,488,465.0,,
489,CC176SA0801,489,466.0,,
490,CC176SA0802,490,467.0,,
491,CC176SA0803,491,468.0,,
492,CC176SA0804,492,469.0,,
493,CC176SA0805,493,470.0,,
494,CC176SA0809,494,471.0,,
495,CC176SA0810,495,472.0,,
496,CC176SA0811,496,473.0,,
497,CC176SA0812,497,474.0,,
498,CC176SA0814,498,475.0,,
499,CC176SA0815,499,476.0,,
500,CC176SA0816,500,477.0,,
501,CC176SA0817,501,478.0,,
502,CC176SA0819,502,479.0,,
503,CC176SA0820,503,480.0,,
504,CC176SA0821,504,481.0,,
505,CC176SA0823,505,482.0,,
506,CC176SA0824,506,483.0,,
507,CC176SA0825,507,484.0,,
508,CC176SA0826,508,485.0,,
509,CC176SA0827,509,486.0,,
510,CC176SA0828,510,487.0,,
511,CC176SA0829,511,488.0,,
512,CC176SA0830,512,489.0,,
513,CC176SA0832,513,490.0,,
514,CC176SA0836,514,491.0,,
515,CC176SA0837,515,492.0,,
516,CC176SA0838,516,493.0,,
517,CC176SA0839,517,494.0,,
518,CC176SA0840,518,495.0,,
519,CC176SA0842,519,496.0,,
520,CC176SA0843,520,497.0,,
521,CC176SA0844,521,498.0,,
522,CC176SA0845,522,499.0,,
523,CC176SA0846,523,500.0,,
524,CC176SA0847,524,501.0,,
525,CC176SA0848,525,502.0,,
526,CC176SA0849,526,503.0,,
527,CC176SA0850,527,504.0,,
528,CC176SA0851,528,505.0,,
529,CC176SA0852,529,506.0,,
530,CC176SA0854,530,507.0,,
531,CC176SA0855,531,508.0,,
532,CC176SA0856,532,509.0,,
533,CC176SA0857,533,510.0,,
534,CC176SA0859,534,511.0,,
535,CC176SA0860,535,512.0,,
536,CC176SA0861,536,513.0,,
537,CC176SA0863,537,514.0,,
538,CC176SA0866,538,515.0,,
539,CC176SA0867,539,516.0,,
540,CC176SA0868,540,517.0,,
541,CC176SA0869,541,518.0,,
542,CC176SA0870,542,519.0,,
543,CC176SA0871,543,520.0,,
544,CC176SA0872,544,521.0,,
545,CC176SA0873,545,522.0,,
546,CC176SA0874,546,523.0,,
547,CC176SA0875,547,524.0,,
548,CC176SA0876,548,525.0,,
549,CC176SA0877,549,526.0,,
550,CC176SA0879,550,527.0,,
551,CC176SA0880,551,528.0,,
552,CC176SA0881,552,529.0,,
553,CC176SA0882,553,530.0,,
554,CC176SA0883,554,531.0,,
555,CC176SA0884,555,532.0,,
556,CC176SA0885,556,533.0,,
557,CC176SA0887,557,534.0,,
558,CC176SA0889,558,535.0,,
559,CC176SA0890,559,536.0,,
560,CC176SA0891,560,537.0,,
561,CC176SA0892,561,538.0,,
562,CC176SA0893,562,539.0,,
563,CC176SA0894,563,540.0,,
564,CC176SA0895,564,541.0,,
565,CC176SA0896,565,542.0,,
566,CC176SA0897,566,543.0,,
567,CC176SA0899,567,544.0,,
568,CC176SA0900,568,545.0,,
569,CC176SA0902,569,546.0,,
570,CC176SA0903,570,547.0,,
571,CC176SA0905,571,548.0,,
572,CC176SA0906,572,549.0,,
573,CC176SA0907,573,550.0,,
574,CC176SA0908,574,551.0,,
575,CC176SA0909,575,552.0,,
576,CC176SA0910,576,553.0,,
577,CC176SA0912,577,554.0,,
578,CC176SA0913,578,555.0,,
579,CC176SA0914,579,556.0,,
580,CC176SA0915,580,557.0,,
581,CC176SA0916,581,558.0,,
582,CC176SA0917,582,559.0,,
583,CC176SA0918,583,560.0,,
584,CC176SA0920,584,561.0,,
585,CC176SA0922,585,562.0,,
586,CC176SA0923,586,563.0,,
587,CC176SA0924,587,564.0,,
588,CC176SA0926,588,565.0,,
589,CC176SA0927,589,566.0,,
590,CC176SA0930,590,567.0,,
591,CC176SA0931,591,568.0,,
592,CC176SA0932,592,569.0,,
593,CC176SA0933,593,570.0,,
594,CC176SA0934,594,571.0,,
595,CC176SA0935,595,572.0,,
596,CC176SA0938,596,573.0,,
597,CC176SA0939,597,574.0,,
598,CC176SA0940,598,575.0,,
599,CC176SA0941,599,576.0,,
600,CC176SA0942,600,577.0,,
601,CC176SA0943,601,578.0,,
602,CC176SA0944,602,579.0,,
603,CC176SA0945,603,580.0,,
604,CC176SA0947,604,581.0,,
605,CC176SA0948,605,582.0,,
606,CC176SA0949,606,583.0,,
607,CC176SA0950,607,584.0,,
608,CC176SA0951,608,585.0,,
609,CC176SA0953,609,586.0,,
610,CC176SA0954,610,587.0,,
611,CC176SA0955,611,588.0,,
612,CC176SA0956,612,589.0,,
613,CC176SA0958,613,590.0,,
614,CC176SA0959,614,591.0,,
615,CC176SA0961,615,592.0,,
616,CC176SA0962,616,593.0,,
617,CC176SA0963,617,594.0,,
618,CC176SA0964,618,595.0,,
619,CC176SA0965,619,596.0,,
620,CC176SA0966,620,597.0,,
621,CC176SA0971,621,598.0,,
622,CC176SA0972,622,599.0,,
623,CC176SA0973,623,600.0,,
624,CC176SA0975,624,601.0,,
625,CC176SA0976,625,602.0,,
626,CC176SA0977,626,603.0,,
627,CC176SA0978,627,604.0,,
628,CC176SA0979,628,605.0,,
629,CC176SA0980,629,606.0,,
630,CC176SA0982,630,607.0,,
631,CC176SA0983,631,608.0,,
632,CC176SA0984,632,609.0,,
633,CC176SA0986,633,610.0,,
634,CC176SA0987,634,611.0,,
635,CC176SA0988,635,612.0,,
636,CC176SA0989,636,613.0,,
637,CC176SA0990,637,614.0,,
638,CC176SA0991,638,615.0,,
639,CC176SA0992,639,616.0,,
640,CC176SA0994,640,617.0,,
641,CC176SA0995,641,618.0,,
642,CC176SA0996,642,619.0,,
643,CC176SA0998,643,620.0,,
644,CC176SA1000,644,621.0,,
645,CC176SA1001,645,622.0,,
646,CC176SA1002,646,623.0,,
647,CC176SA1003,647,624.0,,
648,CC176SA1004,648,625.0,,
649,CC176SA1006,649,626.0,,
650,CC176SA1007,650,627.0,,
651,CC176SA1008,651,628.0,,
652,CC176SA1009,652,629.0,,
653,CC176SA1010,653,630.0,,
654,CC176SA1011,654,631.0,,
655,CC176SA1012,655,632.0,,
656,CC176SA1013,656,633.0,,
657,CC176SA1014,657,634.0,,
658,CC176SA1016,658,635.0,,
659,CC176SA1018,659,636.0,,
660,CC176SA1019,660,637.0,,
661,CC176SA1020,661,638.0,,
662,CC176SA1021,662,639.0,,
663,CC176SA1022,663,640.0,,
664,CC176SA1024,664,641.0,,
665,CC176SA1025,665,642.0,,
666,CC176SA1026,666,643.0,,
667,CC176SA1027,667,644.0,,
668,CC176SA1028,668,645.0,,
669,CC176SA1030,669,646.0,,
670,CC176SA1031,670,647.0,,
671,CC176SA1034,671,648.0,,
672,CC176SA1036,672,649.0,,
673,CC176SA1037,673,650.0,,
674,CC176SA1038,674,651.0,,
675,CC176SA1039,675,652.0,,
676,CC176SA1040,676,653.0,,
677,CC176SA1041,677,654.0,,
678,CC176SA1043,678,655.0,,
679,CC176SA1044,679,656.0,,
680,CC176SA1045,680,657.0,,
681,CC176SA1046,681,658.0,,
682,CC176SA1047,682,659.0,,
683,CC176SA1050,683,660.0,,
684,CC176SA1051,684,661.0,,
685,CC176SA1052,685,662.0,,
686,CC176SA1053,686,663.0,,
687,CC176SA1054,687,664.0,,
688,CC176SA1055,688,665.0,,
689,CC176SA1056,689,666.0,,
690,CC176SA1057,690,667.0,,
691,CC176SA1058,691,668.0,,
692,CC176SA1059,692,669.0,,
693,CC176SA1060,693,670.0,,
694,CC176SA1061,694,671.0,,
695,CC176SA1062,695,672.0,,
696,CC176SA1063,696,673.0,,
697,CC176SA1064,697,674.0,,
698,CC176SA1065,698,675.0,,
699,CC176SA1066,699,676.0,,
700,CC176SA1067,700,677.0,,
701,CC176SA1068,701,678.0,,
702,CC176SA1069,702,679.0,,
703,CC176SA1070,703,680.0,,
704,CC176SA1071,704,681.0,,
705,CC176SA1072,705,682.0,,
706,CC176SA1074,706,683.0,,
707,CC176SA1075,707,684.0,,
708,CC176SA1076,708,685.0,,
709,CC176SA1079,709,686.0,,
710,CC176SA1080,710,687.0,,
711,CC176SA1082,711,688.0,,
712,CC176SA1083,712,689.0,,
713,CC176SA1084,713,690.0,,
714,CC176SA1085,714,691.0,,
715,CC176SA1088,715,692.0,,
716,CC176SA1089,716,693.0,,
717,CC176SA1090,717,694.0,,
718,CC176SA1095,718,695.0,,
719,CC176SA1096,719,696.0,,
720,CC176SA1097,720,697.0,,
721,CC176SA1098,721,698.0,,
722,CC176SA1099,722,699.0,,
723,CC176SA1100,723,700.0,,
724,CC176SA1101,724,701.0,,
725,CC176SA1102,725,702.0,,
726,CC176SA1103,726,703.0,,
727,CC176SA1104,727,704.0,,
728,CC176SA1106,728,705.0,,
729,CC176SA1107,729,706.0,,
730,CC176SA1108,730,707.0,,
731,CC176SA1109,731,708.0,,
732,CC176SA1110,732,709.0,,
733,CC176SA1111,733,710.0,,
734,CC176SA1112,734,711.0,,
735,CC176SA1114,735,712.0,,
736,CC176SA1115,736,713.0,,
737,CC176SA1116,737,714.0,,
738,CC176SA1118,738,715.0,,
739,CC176SA1120,739,716.0,,
740,CC176SA1121,740,717.0,,
741,CC176SA1122,741,718.0,,
742,CC176SA1123,742,719.0,,
743,CC176SA1124,743,720.0,,
744,CC176SA1125,744,721.0,,
745,CC176SA1126,745,722.0,,
746,CC176SA1127,746,723.0,,
747,CC176SA1128,747,724.0,,
748,CC176SA1129,748,725.0,,
749,CC176SA1130,749,726.0,,
750,CC176SA1131,750,727.0,,
751,CC176SA1134,751,728.0,,
752,CC176SA1135,752,729.0,,
753,CC176SA1136,753,730.0,,
754,CC176SA1137,754,731.0,,
755,CC176SA1138,755,732.0,,
756,CC176SA1139,756,733.0,,
757,CC176SA1140,757,734.0,,
758,CC176SA1141,758,735.0,,
759,CC176SA1142,759,736.0,,
760,CC176SA1143,760,737.0,,
761,CC176SA1144,761,738.0,,
762,CC176SA1145,762,739.0,,
763,CC176SA1146,763,740.0,,
764,CC176SA1147,764,741.0,,
765,CC176SA1148,765,742.0,,
766,CC176SA1149,766,743.0,,
767,CC176SA1150,767,744.0,,
768,CC176SA1151,768,745.0,,
769,CC176SA1152,769,746.0,,
770,CC176SA1153,770,747.0,,
771,CC176SA1154,771,748.0,,
772,CC176SA1155,772,749.0,,
773,CC176SA1156,773,750.0,,
774,CC176SA1157,774,751.0,,
